#mpa_vJun23_CHOCOPhlAnSGB_202307
clade_name	M10	M11	M16	M17	M19	M1	M20	M21	M2	M3	M4	M5	M6	M7	M8	M9	RD274	RD275	RD278	RD521	RD522	RD573	RD630	RD640
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB46152|s__GGB46152_SGB63920|t__SGB63920	0.02604	0.01608	0.0	0.11563	0.0	0.16519	0.16828	0.02783	0.05188	0.30199	0.23911	0.12975	0.02707	0.18763	0.10422	0.05409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79224|o__OFGB79224|f__FGB79224|g__GGB28880|s__GGB28880_SGB41560|t__SGB41560	0.02499	0.0	0.0	0.00256	0.0	0.00011	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.04179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__SGB9226	0.02176	0.0	0.0	2.66565	0.0	2.15296	8.99918	0.63012	0.96939	2.72807	2.07718	2.04131	0.06346	0.65225	0.03809	0.01	0.0	0.0	0.0	1.28638	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_muris|t__SGB33553	0.02065	0.13582	0.0	0.02383	0.0	0.03144	0.0	0.0	0.0273	0.0	0.04632	0.36615	0.01229	0.00397	0.03112	0.14888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41587|t__SGB41587	0.01823	0.0	0.0	0.20622	0.0	0.00411	0.11905	0.0	0.0	0.01767	0.03142	0.00745	0.0	0.02287	0.00223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28415|s__GGB28415_SGB40997|t__SGB40997	0.01487	0.0	0.0	0.00644	0.0	0.00801	0.0	0.0	0.0	0.0	0.00656	0.00849	0.0	0.12329	0.00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41589|t__SGB41589	0.01361	0.0	0.0	0.01111	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB100837|t__SGB100837	0.01285	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28790|s__GGB28790_SGB59770|t__SGB59770	0.01113	0.0	0.0	0.02671	0.0	0.0	0.0	0.0	0.0	0.0	0.00877	0.02477	0.0	0.06051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB41663|t__SGB41663	0.00872	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.00207	0.01549	0.0	0.02149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_SGB102306|t__SGB102306	0.00762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB73359|s__GGB73359_SGB46611|t__SGB46611	0.0062	0.0	0.0	0.02611	0.0	0.17473	0.04194	0.02821	0.07476	0.01239	0.03618	0.12904	0.21097	0.05314	0.02341	0.07107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB29011|s__GGB29011_SGB41731|t__SGB41731	0.00606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB3154|o__OFGB3154|f__FGB3154|g__GGB30620|s__GGB30620_SGB43754|t__SGB43754	0.0053	0.0	0.0	0.04576	0.0	0.0172	0.00385	0.0	0.01249	0.00996	0.00918	0.0	0.0	0.01626	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3793|s__GGB3793_SGB5158|t__SGB5158	0.00408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB47462|s__GGB47462_SGB65425|t__SGB65425	0.00275	0.0	0.0	0.13825	0.0	0.09488	0.53165	0.0	0.01143	0.03161	0.0196	0.05241	0.10383	0.04738	0.01757	0.04374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_muris|t__SGB27790	0.00272	0.0	0.0	0.00592	0.0	0.00126	0.0	0.0	0.01623	0.0	0.00249	0.00218	0.00621	0.02065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.60467
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_unclassified_SGB2124|t__SGB2124	0.00215	0.0	0.0	0.0	0.0	0.00971	0.0	0.0	0.00371	0.0	0.00523	0.01209	0.0	0.00258	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium|t__SGB35903	0.00144	0.0	0.0	0.08406	0.0	0.07189	0.02292	0.27502	0.06339	0.02144	0.02647	0.0	0.0944	0.20041	0.07254	0.08281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB41507|t__SGB41507	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia	0.0	0.19524	0.02983	0.0	1.44053	0.01342	0.21038	0.0	0.01045	0.00237	0.0	0.0113	0.02764	0.02697	0.00739	0.0	0.0	0.0	0.0	0.0	8.17204	0.20986	0.0	6.97627
k__Bacteria|p__Actinobacteria|c__CFGB77153	0.0	0.03226	0.0	0.02834	0.0	0.01033	0.0	0.08234	0.0	0.0	0.00768	0.01345	0.00128	0.00106	0.00473	0.00723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77305	0.0	0.02047	0.0	0.00873	0.0	0.00382	0.0	0.0	0.0	0.0	0.00256	0.00642	0.0	0.05454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1138	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0	0.35455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	0.0	0.19524	0.02983	0.0	1.44053	0.01342	0.21038	0.0	0.01045	0.00237	0.0	0.0113	0.02764	0.02697	0.00739	0.0	0.0	0.0	0.0	0.0	8.17204	0.20986	0.0	6.97627
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.0	0.05447	0.0	0.01376	0.0	0.06353	0.0076	0.0	0.02589	0.01669	0.06768	0.24625	0.15975	0.03034	0.06673	0.06384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB77153|o__OFGB77153	0.0	0.03226	0.0	0.02834	0.0	0.01033	0.0	0.08234	0.0	0.0	0.00768	0.01345	0.00128	0.00106	0.00473	0.00723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77305|o__OFGB77305	0.0	0.02047	0.0	0.00873	0.0	0.00382	0.0	0.0	0.0	0.0	0.00256	0.00642	0.0	0.05454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1138	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0.0	0.35455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	0.0	0.19524	0.02983	0.0	1.44053	0.01342	0.21038	0.0	0.01045	0.00237	0.0	0.0113	0.02764	0.02697	0.00739	0.0	0.0	0.0	0.0	0.0	8.17204	0.20986	0.0	6.97627
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.0	0.05447	0.0	0.01349	0.0	0.0434	0.0076	0.0	0.00173	0.01669	0.03781	0.09386	0.08514	0.0202	0.02683	0.04445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB77153|o__OFGB77153|f__FGB77153	0.0	0.03226	0.0	0.02834	0.0	0.01033	0.0	0.08234	0.0	0.0	0.00768	0.01345	0.00128	0.00106	0.00473	0.00723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77305|o__OFGB77305|f__FGB77305	0.0	0.02047	0.0	0.00873	0.0	0.00382	0.0	0.0	0.0	0.0	0.00256	0.00642	0.0	0.05454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1138	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.0	0.01385	0.11601	0.0	3.29298	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.00739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus	0.0	0.35455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	0.0	0.19524	0.02983	0.0	1.44053	0.01342	0.21038	0.0	0.01045	0.00237	0.0	0.0113	0.02764	0.02697	0.00739	0.0	0.0	0.0	0.0	0.0	8.17204	0.20986	0.0	6.97627
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28786	0.0	0.03827	0.0	0.01548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB77153|o__OFGB77153|f__FGB77153|g__GGB30861	0.0	0.03226	0.0	0.02834	0.0	0.01033	0.0	0.08234	0.0	0.0	0.00768	0.01345	0.00128	0.00106	0.00473	0.00723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Parvibacter	0.0	0.02833	0.0	0.01319	0.0	0.02285	0.0076	0.0	0.00173	0.01669	0.01576	0.03619	0.05843	0.00877	0.01662	0.02854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified	0.0	0.02613	0.0	0.00029	0.0	0.02055	0.0	0.0	0.0	0.0	0.02205	0.05659	0.02671	0.01143	0.01021	0.01591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77305|o__OFGB77305|f__FGB77305|g__GGB28828	0.0	0.02047	0.0	0.00873	0.0	0.00382	0.0	0.0	0.0	0.0	0.00256	0.00642	0.0	0.05454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1138	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB22635	0.0	0.01961	0.0	0.0197	0.0	0.01589	0.00175	0.0	0.02478	0.0	0.01085	0.01206	0.05199	0.0044	0.01674	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.0	0.01385	0.11601	0.0	3.29298	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.00739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_sciuri	0.0	0.35455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	0.0	0.19524	0.02983	0.0	1.44053	0.01342	0.21038	0.0	0.01045	0.00237	0.0	0.0113	0.02764	0.02697	0.00739	0.0	0.0	0.0	0.0	0.0	8.17204	0.20986	0.0	6.97627
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_mucosicola	0.0	0.15067	0.0	0.05457	0.0	0.05468	0.05234	0.00471	0.0143	0.01254	0.03577	0.11409	0.04529	0.00737	0.03032	0.11763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28786|s__GGB28786_SGB41439	0.0	0.03827	0.0	0.01548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB77153|o__OFGB77153|f__FGB77153|g__GGB30861|s__GGB30861_SGB44083	0.0	0.03226	0.0	0.02834	0.0	0.01033	0.0	0.08234	0.0	0.0	0.00768	0.01345	0.00128	0.00106	0.00473	0.00723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	0.0	0.03061	0.0	0.05998	0.0	0.0214	0.0	0.0	0.0	0.0	0.01243	0.06927	0.0	0.0149	0.01108	0.28298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Parvibacter|s__Parvibacter_caecicola	0.0	0.02833	0.0	0.01319	0.0	0.02285	0.0076	0.0	0.00173	0.01669	0.01576	0.03619	0.05843	0.00877	0.01662	0.02854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified|s__Coriobacteriaceae_bacterium	0.0	0.02613	0.0	0.00029	0.0	0.02055	0.0	0.0	0.0	0.0	0.02205	0.05659	0.02671	0.01143	0.01021	0.01591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77305|o__OFGB77305|f__FGB77305|g__GGB28828|s__GGB28828_SGB41484	0.0	0.02047	0.0	0.00873	0.0	0.00382	0.0	0.0	0.0	0.0	0.00256	0.00642	0.0	0.05454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1138	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_sp_JBNU_10	0.0	0.02004	0.0	0.00112	0.0	0.02637	0.0	0.0	0.01196	0.0	0.0382	0.03623	0.00566	0.00534	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB22635|s__GGB22635_SGB63107	0.0	0.01961	0.0	0.0197	0.0	0.01589	0.00175	0.0	0.02478	0.0	0.01085	0.01206	0.05199	0.0044	0.01674	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_danieliae	0.0	0.01385	0.11601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_caecimuris	0.0	0.0122	0.0	0.00272	0.0	0.01205	0.0	0.0	0.00424	0.0	0.00928	0.03525	0.04613	0.00317	0.0049	0.03681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_sp_DSM_108611	0.0	0.00352	0.0	0.00552	0.0	0.00546	0.0	0.0	0.0	0.0	0.00448	0.03914	0.02192	0.00216	0.00579	0.00809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_sciuri|t__SGB7818	0.0	0.35455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes|t__SGB16955	0.0	0.19524	0.02983	0.0	1.44053	0.01342	0.21038	0.0	0.01045	0.00237	0.0	0.0113	0.02764	0.02697	0.00739	0.0	0.0	0.0	0.0	0.0	8.17204	0.20986	0.0	6.97627
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_mucosicola|t__SGB33554	0.0	0.15067	0.0	0.05457	0.0	0.05468	0.05234	0.00471	0.0143	0.01254	0.03577	0.11409	0.04529	0.00737	0.03032	0.11763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28786|s__GGB28786_SGB41439|t__SGB41439	0.0	0.03827	0.0	0.01548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB77153|o__OFGB77153|f__FGB77153|g__GGB30861|s__GGB30861_SGB44083|t__SGB44083	0.0	0.03226	0.0	0.02834	0.0	0.01033	0.0	0.08234	0.0	0.0	0.00768	0.01345	0.00128	0.00106	0.00473	0.00723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Parvibacter|s__Parvibacter_caecicola|t__SGB33555	0.0	0.02833	0.0	0.01319	0.0	0.02285	0.0076	0.0	0.00173	0.01669	0.01576	0.03619	0.05843	0.00877	0.01662	0.02854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41401	0.0	0.02751	0.0	0.01984	0.0	0.0037	0.0	0.0	0.0	0.0	0.00346	0.01125	0.0	0.0025	0.01108	0.14134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified|s__Coriobacteriaceae_bacterium|t__SGB42958	0.0	0.02613	0.0	0.00029	0.0	0.02055	0.0	0.0	0.0	0.0	0.02205	0.05659	0.02671	0.01143	0.01021	0.01591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB77305|o__OFGB77305|f__FGB77305|g__GGB28828|s__GGB28828_SGB41484|t__SGB41484	0.0	0.02047	0.0	0.00873	0.0	0.00382	0.0	0.0	0.0	0.0	0.00256	0.00642	0.0	0.05454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1138	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_sp_JBNU_10|t__SGB110677	0.0	0.02004	0.0	0.00112	0.0	0.02637	0.0	0.0	0.01196	0.0	0.0382	0.03623	0.00566	0.00534	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB22635|s__GGB22635_SGB63107|t__SGB63107	0.0	0.01961	0.0	0.0197	0.0	0.01589	0.00175	0.0	0.02478	0.0	0.01085	0.01206	0.05199	0.0044	0.01674	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_danieliae|t__SGB82603	0.0	0.01385	0.11601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_caecimuris|t__SGB14802	0.0	0.0122	0.0	0.00272	0.0	0.01205	0.0	0.0	0.00424	0.0	0.00928	0.03525	0.04613	0.00317	0.0049	0.03681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_sp_DSM_108611|t__SGB86230	0.0	0.00352	0.0	0.00552	0.0	0.00546	0.0	0.0	0.0	0.0	0.00448	0.03914	0.02192	0.00216	0.00579	0.00809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41415	0.0	0.0031	0.0	0.00017	0.0	0.00035	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.00271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria	0.0	0.0	0.0	0.02792	0.0	0.00479	0.01825	0.0	0.00141	0.01487	0.01024	0.00757	0.0	0.01282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765	0.0	0.0	0.0	0.16159	0.0	0.00095	0.06898	0.0	0.0003	0.0	0.0	0.00365	0.0	0.06337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8118	0.0	0.0	0.0	0.15491	0.0	0.00805	0.07531	0.0	0.00111	0.03905	0.01601	0.04281	0.00143	0.01673	0.00279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB2404	0.0	0.0	0.0	0.0989	0.0	0.02158	0.13436	0.16005	0.02862	0.0152	0.00839	0.0	0.01317	0.03984	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB50354	0.0	0.0	0.0	0.06186	0.0	0.01193	0.02893	0.0	0.0	0.0	0.00586	0.00525	0.0	0.0777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9658	0.0	0.0	0.0	0.02583	0.0	0.00145	0.0	0.0	0.0	0.0	0.0033	0.00072	0.0	0.06321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB10197	0.0	0.0	0.0	0.02088	0.0	0.00479	0.01825	0.0	0.00141	0.01487	0.00839	0.0	0.0	0.00889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2861	0.0	0.0	0.0	0.01677	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB28682	0.0	0.0	0.0	0.00967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107	0.0	0.0	0.0	0.00705	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.00757	0.0	0.00393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
